event_id,datetime,latitude,longitude,depth_km,magnitude
57,2010-04-01 13:57:53,40.48333,143.45,6.25,0.5
58,2010-04-03 19:28:10,39.7,141.46667,6.58,0.5
59,2010-04-03 20:39:49,39.8,141.48333,6.51,0.5
60,2010-04-03 20:43:40,39.88333,141.56667,6.89,0.5
61,2010-04-03 20:52:19,39.98333,141.43333,7.05,0.5
62,2010-04-03 21:05:52,39.96667,141.66667,7.03,0.4
63,2010-04-03 21:41:13,39.93333,141.41667,6.95,0.5
64,2010-04-04 01:57:33,39.9,141.46667,7.11,0.4
65,2010-04-04 03:42:04,40.1,141.33333,7.26,0.4
66,2010-04-04 04:29:47,40.1,141.3,7.17,0.5
67,2010-04-04 05:26:44,39.8,141.63333,6.8,0.5
68,2010-04-04 16:53:21,39.8,141.43333,7.25,0.4
69,2010-04-05 07:21:01,39.78333,141.55,6.64,0.5
70,2010-04-05 12:38:37,39.95,141.36667,7.23,0.4
71,2010-04-05 19:04:56,39.78333,141.7,7.76,0.5
72,2010-04-06 17:49:47,36.23333,144.63333,13.28,3.8
73,2010-04-07 11:00:45,36.7,143.86667,7.76,0.6
74,2010-04-10 02:44:40,40.51667,142.46667,7.08,0.7
75,2010-04-10 23:08:03,41.31667,144.65,35.17,1.4
76,2010-04-12 02:27:44,39.86667,141.56667,7.31,0.4
77,2010-04-12 03:22:39,41.01667,141.03333,66.8,2.4
78,2010-04-13 20:16:08,37.23333,143.55,10.46,2.9
79,2010-04-15 07:20:05,39.71667,141.43333,6.66,0.5
80,2010-04-17 14:06:51,36.43333,144.95,35.21,1.1
81,2010-04-18 21:56:46,39.76667,141.61667,6.98,0.4
82,2010-04-18 21:56:48,39.78333,141.66667,7.28,0.5
83,2010-04-18 22:01:26,39.9,141.21667,6.42,0.5
84,2010-04-19 23:24:19,39.1,145.76667,4.71,0.5
85,2010-04-21 05:41:17,40.11667,141.46667,6.98,0.4
86,2010-04-24 09:52:46,38.36667,145.66667,6.35,0.7
87,2010-04-25 02:57:22,39.28333,145.48333,14.54,0.4
88,2010-04-25 10:10:10,36.36667,142.1,9.59,0.6
89,2010-04-26 04:46:10,39.85,145.6,6.75,0.4
90,2010-04-26 21:19:38,40.46667,145.98333,37.11,2.7
91,2010-04-29 20:38:12,40.95,144.96667,6.28,0.6
92,2010-04-29 23:41:45,39.35,145.31667,7.3,0.4
93,2010-04-30 06:08:45,36.3,140.01667,15.29,0.9
94,2010-05-05 23:01:06,38.75,144.01667,35.5,2.1
95,2010-05-06 00:19:56,38.63333,143.9,69.11,3.0
96,2010-05-07 04:05:22,39.93333,143.58333,6.94,0.7
97,2010-05-07 21:14:36,37.65,144.76667,12.99,3.1
98,2010-05-10 02:20:02,38.83333,140.26667,7.74,1.1
99,2010-05-10 19:15:36,41.06667,145.26667,63.36,2.3
100,2010-05-13 03:18:58,41.61667,141.9,8.77,0.9
101,2010-05-13 03:49:41,41.51667,141.73333,9.89,0.8
102,2010-05-15 12:57:17,40.05,143.76667,6.99,0.7
103,2010-05-16 02:41:47,41.33333,142.31667,7.43,0.8
104,2010-05-16 03:32:43,40.06667,141.31667,6.43,0.5
105,2010-05-16 03:42:28,40.88333,143.11667,7.02,0.6
106,2010-05-16 04:01:46,40.18333,141.31667,6.96,0.4
107,2010-05-18 14:58:43,38.91667,141.83333,40.75,0.6
108,2010-05-18 23:58:08,39.91667,144.96667,5.86,0.9
109,2010-05-20 05:23:19,40.0,143.88333,8.31,1.2
110,2010-05-20 09:22:14,41.03333,143.48333,5.97,0.5
111,2010-05-20 17:00:42,40.06667,144.15,7.65,0.7
112,2010-05-22 09:21:10,39.4,140.2,31.68,2.4
113,2010-05-22 17:31:43,41.28333,142.01667,6.9,0.6
114,2010-05-24 14:00:16,40.33333,145.95,7.92,0.6
115,2010-05-27 12:52:25,37.95,145.36667,6.68,0.7
116,2010-05-28 15:17:29,41.51667,141.01667,7.94,1.1
117,2010-05-29 20:28:28,41.16667,145.1,8.3,0.4
118,2010-05-30 03:24:33,41.13333,143.36667,41.28,0.8
119,2010-05-30 22:16:08,37.13333,143.21667,8.62,1.0
120,2010-05-31 23:50:02,39.66667,141.68333,6.87,0.5
121,2010-06-02 00:21:21,40.96667,143.68333,83.72,1.3
122,2010-06-02 06:07:02,39.45,145.18333,40.43,0.7
123,2010-06-04 13:25:24,36.03333,141.93333,1.3,3.2
124,2010-06-06 10:06:01,40.98333,143.08333,6.16,0.8
125,2010-06-11 02:23:16,41.15,145.03333,40.84,0.5
126,2010-06-11 09:10:41,41.15,142.91667,48.14,2.3
127,2010-06-14 03:32:57,36.71667,144.85,86.47,3.9
128,2010-06-21 20:08:19,40.31667,144.16667,6.55,0.7
129,2010-06-22 13:40:55,40.56667,141.46667,34.24,1.8
130,2010-06-25 02:53:43,40.05,143.78333,7.37,0.6
131,2010-07-02 21:22:47,40.68333,143.75,59.3,0.7
132,2010-07-04 05:34:03,40.9,143.06667,38.84,0.9
133,2010-07-06 14:28:27,37.11667,143.85,81.36,1.0
134,2010-07-07 13:11:19,36.21667,143.93333,20.84,0.8
135,2010-07-08 06:03:48,38.53333,145.83333,8.33,0.4
136,2010-07-10 15:04:08,39.88333,142.28333,7.05,0.7
137,2010-07-10 15:06:09,41.66667,144.53333,37.48,1.1
138,2010-07-12 12:00:15,41.73333,142.63333,7.82,0.8
139,2010-07-12 16:44:26,40.66667,142.3,4.93,1.1
140,2010-07-17 00:17:05,41.03333,143.68333,37.39,1.1
141,2010-07-17 12:28:26,39.73333,145.9,26.94,1.1
142,2010-07-18 12:13:07,40.7,142.68333,38.41,1.2
143,2010-07-19 00:15:21,36.5,140.11667,37.97,0.3
144,2010-07-21 18:56:09,38.03333,143.48333,37.07,0.5
145,2010-07-23 12:56:36,39.75,144.48333,9.72,0.5
146,2010-07-23 20:19:25,37.53333,140.1,25.5,1.2
147,2010-07-24 13:39:43,39.95,144.06667,9.17,0.5
148,2010-07-26 06:05:36,37.3,142.53333,96.51,0.6
149,2010-07-27 09:49:09,37.26667,140.93333,70.19,3.0
150,2010-08-05 00:09:25,39.31667,144.03333,10.21,0.5
151,2010-08-05 11:18:20,36.83333,142.23333,47.44,0.8
152,2010-08-05 23:10:59,40.05,143.28333,9.83,1.2
153,2010-08-07 14:02:45,38.36667,141.31667,10.01,0.4
154,2010-08-08 01:59:36,36.51667,145.36667,30.75,0.5
155,2010-08-09 23:15:29,36.26667,140.86667,40.07,0.9
156,2010-08-11 00:24:44,36.78333,143.9,33.02,1.1
157,2010-08-14 13:40:16,37.05,141.66667,85.63,0.9
158,2010-08-15 10:57:27,37.75,141.15,35.92,0.9
159,2010-08-15 18:01:52,41.93333,145.21667,36.35,1.1
160,2010-08-15 18:05:13,41.33333,144.36667,34.58,1.9
161,2010-08-19 05:42:19,41.38333,142.06667,20.25,0.6
162,2010-08-19 19:36:46,41.8,142.75,5.79,0.8
163,2010-08-19 21:33:32,38.05,142.88333,15.02,1.0
164,2010-08-20 01:20:21,36.36667,144.48333,13.7,1.0
165,2010-08-20 22:39:07,38.18333,140.08333,16.48,4.1
166,2010-08-21 13:19:02,40.46667,142.8,8.13,0.6
167,2010-08-22 22:43:41,38.48333,141.3,21.69,1.9
168,2010-08-24 07:25:41,40.36667,143.88333,17.83,2.9
169,2010-08-26 01:43:48,36.41667,143.28333,7.5,1.1
170,2010-08-27 23:24:38,40.26667,144.48333,7.6,0.3
171,2010-08-30 04:30:48,37.8,144.91667,41.11,1.2
172,2010-08-31 21:14:01,40.18333,144.11667,7.48,0.7
173,2010-08-31 23:54:33,40.7,145.45,12.02,0.4
174,2010-09-01 00:25:17,40.26667,143.75,8.18,0.7
175,2010-09-01 04:28:49,39.05,144.25,40.86,2.3
176,2010-09-06 00:04:40,36.45,144.08333,64.37,3.9
177,2010-09-07 22:32:25,40.13333,144.61667,22.97,4.8
178,2010-09-12 15:10:43,39.1,144.46667,10.62,0.4
179,2010-09-15 08:53:24,38.18333,142.93333,12.31,0.6
180,2010-09-17 03:06:30,41.03333,145.93333,7.72,0.7
181,2010-09-18 03:19:46,41.15,145.43333,9.48,1.4
182,2010-09-18 16:17:34,39.95,142.16667,4.34,1.3
183,2010-09-19 09:14:38,38.15,141.08333,37.24,0.9
184,2010-09-19 19:33:14,38.71667,143.26667,6.08,0.9
185,2010-09-20 06:32:41,38.65,143.38333,4.78,0.7
186,2010-09-20 06:32:53,38.65,143.8,4.17,1.0
187,2010-09-21 13:14:11,37.05,144.38333,9.13,0.6
188,2010-09-23 20:12:26,37.43333,144.43333,13.9,0.4
189,2010-09-24 02:51:27,37.45,144.38333,13.81,0.4
190,2010-09-24 18:43:52,37.36667,144.33333,13.78,0.4
191,2010-09-24 20:44:14,37.46667,144.2,14.09,0.4
192,2010-09-25 04:59:30,37.76667,144.56667,13.86,0.5
193,2010-09-25 05:46:25,37.71667,144.48333,13.84,0.5
194,2010-09-25 11:45:35,37.38333,144.28333,13.75,0.4
195,2010-09-25 11:54:03,37.36667,144.6,14.61,0.4
196,2010-09-25 11:54:48,37.41667,143.15,14.4,2.1
197,2010-09-25 17:49:57,37.78333,144.7,14.15,0.5
198,2010-09-25 18:43:45,37.48333,144.58333,14.07,0.4
199,2010-09-25 19:29:50,37.48333,144.5,13.86,0.4
200,2010-09-25 20:26:39,37.61667,144.3,13.88,0.5
201,2010-09-25 20:31:29,37.5,144.15,13.93,0.5
202,2010-09-25 23:26:04,37.53333,144.75,13.82,0.4
203,2010-09-26 06:49:58,37.71667,144.0,13.67,0.5
204,2010-09-26 09:40:54,37.58333,144.23333,13.91,0.5
205,2010-09-26 12:34:39,37.65,144.05,14.04,0.4
206,2010-09-26 13:11:20,37.2,144.46667,14.02,0.4
207,2010-09-26 13:30:42,37.48333,144.58333,14.22,0.4
208,2010-09-26 16:26:41,37.53333,144.2,14.26,0.5
209,2010-09-26 17:10:07,37.76667,144.0,13.86,0.5
210,2010-09-26 17:10:38,37.48333,144.28333,14.11,0.4
211,2010-09-26 17:12:22,37.33333,144.66667,14.12,0.6
212,2010-09-26 18:44:47,37.58333,144.21667,14.05,0.4
213,2010-09-26 18:56:09,37.61667,144.06667,14.0,0.4
214,2010-09-26 20:58:56,37.78333,143.7,12.71,1.2
215,2010-09-27 02:03:13,37.58333,144.25,14.46,0.4
216,2010-09-27 02:10:01,37.81667,143.95,12.68,0.8
217,2010-09-27 02:13:38,37.5,144.25,14.14,0.4
218,2010-09-27 02:21:33,37.53333,144.26667,13.74,0.4
219,2010-09-27 03:37:08,37.46667,144.25,13.97,0.6
220,2010-09-27 04:16:19,37.88333,143.9,12.75,0.7
221,2010-09-27 08:19:11,37.55,144.21667,14.0,0.4
222,2010-09-27 08:33:15,37.58333,144.25,14.12,0.4
223,2010-09-27 09:13:47,37.61667,144.25,14.03,0.4
224,2010-09-27 12:20:17,37.85,144.28333,13.47,0.6
225,2010-09-27 12:22:37,37.71667,143.98333,12.48,1.0
226,2010-09-27 13:01:25,37.55,144.15,14.41,0.4
227,2010-09-28 06:06:01,40.3,143.65,13.87,0.4
228,2010-09-28 13:23:31,40.06667,141.61667,7.16,0.5
229,2010-09-28 23:51:10,37.68333,144.13333,13.87,0.4
230,2010-09-29 04:36:02,37.56667,144.6,14.24,0.5
231,2010-09-29 06:54:32,38.05,140.03333,13.87,2.9
232,2010-09-29 15:23:03,40.95,142.1,37.81,1.3
233,2010-09-29 20:59:11,37.45,144.58333,13.88,0.4
234,2010-09-29 21:09:06,37.46667,144.5,13.91,0.4
235,2010-09-30 01:04:40,37.61667,144.61667,14.48,0.5
236,2010-09-30 22:28:59,41.83333,144.53333,5.73,0.6
237,2010-10-03 02:28:18,39.9,140.33333,18.5,2.2
238,2010-10-03 03:52:06,37.08333,141.35,11.64,4.0
239,2010-10-03 07:21:21,37.61667,144.15,12.9,0.8
240,2010-10-04 00:07:20,40.36667,143.28333,13.15,0.3
241,2010-10-05 13:25:05,37.71667,140.68333,12.24,3.8
242,2010-10-05 23:34:15,40.03333,142.18333,17.4,2.1
243,2010-10-06 03:23:25,37.38333,144.36667,13.76,0.4
244,2010-10-06 12:32:35,37.93333,143.81667,13.45,0.4
245,2010-10-07 06:06:59,38.66667,145.18333,26.71,1.9
246,2010-10-07 18:16:21,39.48333,141.06667,15.23,2.9
247,2010-10-08 22:06:34,36.68333,143.0,58.26,0.8
248,2010-10-12 05:13:02,40.83333,143.91667,85.13,1.2
249,2010-10-12 10:24:01,38.8,143.86667,57.81,2.8
250,2010-10-12 18:39:21,36.66667,142.08333,70.16,1.1
251,2010-10-13 20:26:45,40.93333,141.38333,15.65,3.6
252,2010-10-14 17:53:24,40.0,145.08333,5.33,0.7
253,2010-10-15 02:36:07,37.8,144.2,14.09,0.5
254,2010-10-20 21:55:08,40.46667,144.98333,7.27,0.7
255,2010-10-21 01:07:04,36.05,141.73333,34.67,1.6
256,2010-10-22 13:39:23,41.25,143.61667,37.86,1.1
257,2010-10-23 00:36:42,37.25,145.35,17.07,0.6
258,2010-10-27 12:26:07,40.21667,142.7,39.07,1.0
259,2010-10-28 13:15:13,38.43333,144.98333,4.89,0.7
260,2010-11-03 03:42:12,38.9,144.68333,34.82,0.5
261,2010-11-05 09:47:50,39.58333,141.6,37.85,0.7
262,2010-11-05 22:04:45,41.01667,142.91667,6.39,0.8
263,2010-11-07 01:59:20,40.2,144.23333,8.78,0.6
264,2010-11-07 18:14:41,39.5,142.66667,3.57,3.7
265,2010-11-08 18:18:49,40.46667,144.26667,7.35,0.6
266,2010-11-14 18:00:38,40.85,145.2,31.55,0.5
267,2010-11-14 18:35:07,41.08333,141.48333,7.13,0.9
268,2010-11-16 23:09:32,36.46667,142.4,5.39,0.6
269,2010-11-20 17:53:19,41.85,142.83333,7.61,0.7
270,2010-11-21 20:07:11,37.63333,144.25,13.75,0.5
271,2010-11-21 20:07:23,37.53333,144.33333,13.96,0.4
272,2010-11-21 20:12:33,37.65,144.51667,14.11,0.5
273,2010-11-22 18:57:00,36.63333,144.96667,8.26,1.4
274,2010-11-23 14:59:47,37.65,144.15,13.86,0.3
275,2010-11-26 20:25:44,36.25,143.7,8.71,0.8
276,2010-12-07 07:45:16,36.86667,140.86667,32.15,0.5
277,2010-12-08 08:55:55,40.96667,145.33333,4.52,1.1
278,2010-12-11 00:01:22,41.13333,143.85,36.31,4.2
279,2010-12-11 00:03:58,39.25,141.01667,37.67,2.5
280,2010-12-11 06:10:28,36.03333,142.75,12.28,4.7
281,2010-12-11 23:01:27,36.33333,144.05,8.0,0.7
282,2010-12-12 05:02:14,36.51667,144.23333,7.1,1.0
283,2010-12-12 11:21:08,39.98333,143.43333,74.87,0.8
284,2010-12-13 18:58:43,39.16667,145.51667,72.9,0.6
285,2010-12-14 14:06:29,37.66667,142.91667,30.8,0.5
286,2010-12-17 01:47:50,36.38333,144.25,7.69,0.9
287,2010-12-22 21:46:05,36.18333,144.45,6.89,0.8
288,2010-12-23 10:39:58,36.66667,145.15,8.42,1.4
289,2010-12-24 09:29:41,38.81667,145.08333,5.22,0.7
290,2010-12-25 16:38:10,38.86667,145.33333,5.9,0.4
291,2010-12-28 06:29:33,39.88333,144.6,8.07,0.5
292,2010-12-30 10:47:11,38.21667,140.4,22.53,2.5
293,2011-01-02 22:31:31,40.25,145.2,5.19,1.0
294,2011-01-03 12:44:58,38.95,145.2,15.01,0.4
295,2011-01-05 10:57:01,38.98333,145.08333,14.47,0.6
296,2011-01-06 04:28:35,39.51667,143.33333,15.29,0.6
297,2011-01-07 23:40:24,39.33333,144.78333,39.44,0.7
298,2011-01-09 09:46:46,40.91667,144.61667,8.24,0.7
299,2011-01-14 01:43:05,38.81667,145.36667,5.21,0.7
300,2011-01-15 05:30:53,40.1,141.5,6.55,0.5
301,2011-01-19 14:35:36,37.78333,140.21667,5.81,1.9
302,2011-01-21 15:26:19,38.73333,145.78333,6.24,0.5
303,2011-01-23 21:36:26,38.65,145.63333,4.65,0.5
304,2011-01-24 14:06:26,39.95,143.0,6.56,0.7
305,2011-01-26 23:00:45,41.91667,141.5,81.62,0.8
306,2011-01-29 21:07:46,39.4,145.2,19.14,1.2
307,2011-01-30 23:26:35,39.85,145.13333,7.24,0.6
308,2011-02-01 06:59:21,40.01667,142.63333,22.2,3.6
309,2011-02-03 21:13:21,36.06667,144.95,8.21,1.7
310,2011-02-05 03:47:41,39.88333,145.5,6.61,0.4
311,2011-02-08 15:07:20,39.98333,141.33333,6.93,0.4
312,2011-02-09 08:01:07,38.51667,144.2,6.92,1.1
313,2011-02-09 13:47:06,40.65,143.73333,13.94,0.4
314,2011-02-09 18:35:12,40.35,143.95,6.2,0.9
315,2011-02-10 12:09:05,37.73333,143.9,2.25,4.1
316,2011-02-12 20:59:34,37.7,145.91667,48.16,0.6
317,2011-02-13 09:49:45,40.85,142.63333,194.88,2.5
318,2011-02-15 16:52:56,41.66667,140.33333,49.37,0.7
319,2011-02-16 17:39:57,41.8,140.23333,48.51,0.9
320,2011-02-18 15:43:29,40.75,140.11667,46.15,1.2
321,2011-02-19 01:26:33,39.95,143.83333,6.24,0.7
322,2011-02-19 09:01:07,40.16667,143.28333,8.62,1.0
323,2011-02-19 11:48:48,40.23333,144.55,6.85,0.5
324,2011-02-19 15:34:40,41.0,141.91667,47.27,1.2
325,2011-02-21 00:39:28,39.8,145.48333,5.95,0.5
326,2011-02-21 04:42:36,40.51667,144.85,8.12,0.6
327,2011-02-22 05:35:14,37.83333,145.86667,5.22,0.9
328,2011-02-23 15:23:12,38.23333,145.51667,55.51,4.2
329,2011-02-24 00:50:21,39.21667,143.86667,7.38,0.8
330,2011-02-24 03:15:03,39.51667,144.28333,46.19,1.0
331,2011-02-24 19:49:01,38.96667,142.15,13.31,4.2
332,2011-02-28 11:31:34,39.8,145.33333,7.6,0.5
333,2011-02-28 11:52:58,39.86667,144.23333,7.52,0.5
334,2011-02-28 14:23:43,39.76667,145.25,7.07,0.6
335,2011-02-28 22:14:12,39.93333,145.38333,7.63,0.6
336,2011-02-28 23:45:59,36.0,142.66667,9.44,1.0
337,2011-03-02 16:14:06,36.03333,145.35,9.21,0.4
338,2011-03-02 22:14:32,40.75,143.51667,62.68,0.9
339,2011-03-03 02:12:16,38.48333,146.0,4.9,0.6
340,2011-03-03 18:58:55,40.35,144.38333,7.55,0.4
341,2011-03-05 06:33:01,40.23333,144.31667,6.88,0.5
342,2011-03-06 09:17:24,41.08333,143.5,38.67,1.2
343,2011-03-11 15:18:12,37.73333,143.93333,40.84,1.3
344,2011-03-11 15:35:24,39.95,144.6,37.92,1.7
345,2011-03-12 00:13:12,41.36667,142.15,22.82,4.8
346,2011-03-12 00:55:07,40.43333,145.85,12.94,0.7
347,2011-03-12 12:51:03,37.4,145.33333,32.0,2.2
348,2011-03-12 14:55:58,41.53333,140.26667,7.14,2.4
349,2011-03-12 16:04:19,37.2,145.53333,17.39,2.3
350,2011-03-12 17:36:23,41.48333,140.8,28.23,4.5
351,2011-03-12 20:57:28,38.6,143.38333,30.1,2.0
352,2011-03-12 22:45:38,39.85,144.3,30.5,3.0
353,2011-03-12 23:07:18,40.45,144.81667,32.97,2.0
354,2011-03-13 00:03:22,39.21667,143.61667,27.71,2.6
355,2011-03-13 00:36:38,38.53333,145.01667,33.73,1.9
356,2011-03-13 01:01:46,41.2,145.53333,33.73,1.9
357,2011-03-13 01:43:55,38.86667,144.85,32.14,2.3
358,2011-03-13 07:26:55,41.71667,144.98333,9.93,0.6
359,2011-03-13 10:03:48,41.3,144.6,10.96,0.4
360,2011-03-13 13:11:39,38.28333,145.53333,11.19,2.8
361,2011-03-13 14:41:51,38.7,142.53333,6.46,3.8
362,2011-03-13 15:15:54,38.78333,142.7,13.12,4.0
363,2011-03-13 15:23:45,40.4,143.85,35.47,1.5
364,2011-03-13 20:26:31,39.26667,142.8,14.39,0.8
365,2011-03-13 21:22:51,41.58333,143.03333,34.55,1.6
366,2011-03-14 00:00:53,37.56667,144.36667,28.72,1.9
367,2011-03-14 00:49:10,37.41667,142.28333,8.86,4.2
368,2011-03-14 00:53:19,38.53333,143.35,35.99,1.2
369,2011-03-14 14:10:22,41.35,145.68333,24.89,3.8
370,2011-03-14 20:37:50,41.71667,145.0,20.7,2.7
371,2011-03-14 21:25:28,38.1,145.63333,28.04,1.2
372,2011-03-14 21:40:35,41.45,144.91667,38.82,1.0
373,2011-03-14 22:35:31,39.5,140.88333,7.66,0.7
374,2011-03-15 04:24:26,40.41667,144.98333,38.94,4.4
375,2011-03-15 14:58:25,39.25,145.16667,37.39,0.8
376,2011-03-16 01:54:02,40.06667,144.75,36.9,1.3
377,2011-03-16 17:48:16,38.38333,142.23333,27.66,0.6
378,2011-03-16 18:47:35,39.73333,145.61667,38.45,0.8
379,2011-03-16 19:17:16,38.85,144.83333,7.07,0.5
380,2011-03-16 22:48:04,38.9,145.43333,35.1,1.7
381,2011-03-17 01:42:57,39.61667,144.11667,7.15,0.6
382,2011-03-17 02:25:20,38.75,144.63333,7.01,0.4
383,2011-03-17 05:49:06,38.23333,145.03333,31.58,1.7
384,2011-03-17 07:24:33,38.93333,143.7,38.77,0.9
385,2011-03-17 10:55:51,36.0,143.0,34.48,2.8
386,2011-03-17 14:33:37,37.8,142.1,49.82,0.9
387,2011-03-17 17:42:10,39.28333,143.85,44.0,2.0
388,2011-03-17 18:36:37,41.86667,142.53333,9.96,0.9
389,2011-03-17 19:07:10,37.11667,145.6,36.41,1.2
390,2011-03-18 08:47:56,39.35,145.91667,21.33,3.8
391,2011-03-18 12:59:38,37.33333,144.23333,41.0,1.2
392,2011-03-18 18:05:52,36.15,143.05,38.81,1.4
393,2011-03-18 19:50:10,36.63333,143.33333,38.89,1.3
394,2011-03-18 21:04:08,38.83333,141.16667,26.97,2.6
395,2011-03-18 23:27:56,40.53333,142.46667,49.14,0.9
396,2011-03-19 10:04:02,39.96667,144.26667,40.72,1.3
397,2011-03-19 22:21:03,40.53333,145.33333,42.33,0.9
398,2011-03-20 02:53:39,39.18333,143.28333,5.65,0.5
399,2011-03-20 05:34:07,38.45,141.35,8.47,4.6
400,2011-03-20 09:58:12,40.93333,142.5,17.03,0.6
401,2011-03-20 15:03:27,42.0,143.91667,28.41,0.7
402,2011-03-20 22:49:48,38.01667,144.46667,50.51,1.1
403,2011-03-21 15:33:27,37.96667,142.36667,46.68,1.3
404,2011-03-21 22:49:24,39.1,144.61667,53.91,1.1
405,2011-03-22 02:30:40,39.03333,143.18333,26.67,1.0
406,2011-03-22 04:19:06,38.91667,141.63333,42.58,1.9
407,2011-03-22 10:42:39,40.86667,146.0,38.08,1.3
408,2011-03-22 10:59:17,39.16667,144.05,54.76,0.8
409,2011-03-22 20:36:25,36.55,143.35,15.32,1.1
410,2011-03-23 02:08:16,38.36667,142.53333,38.88,0.9
411,2011-03-23 02:08:17,41.55,144.16667,36.47,0.7
412,2011-03-23 04:43:46,38.43333,144.98333,4.61,0.7
413,2011-03-23 14:10:21,40.35,144.3,8.14,0.5
414,2011-03-24 03:35:32,37.48333,145.75,34.68,1.8
415,2011-03-24 18:20:22,41.01667,144.9,27.26,0.7
416,2011-03-25 05:18:17,40.51667,143.25,8.33,0.3
417,2011-03-25 08:11:45,36.98333,143.28333,38.7,1.4
418,2011-03-25 23:01:30,40.18333,145.0,39.49,1.1
419,2011-03-26 13:36:19,38.68333,145.83333,8.8,0.5
420,2011-03-26 18:54:06,39.7,144.58333,38.69,1.1
421,2011-03-27 09:05:47,36.05,143.31667,19.87,2.5
422,2011-03-27 12:43:37,40.61667,145.51667,42.07,1.4
423,2011-03-27 20:16:24,41.71667,145.53333,37.39,1.9
424,2011-03-27 23:18:09,36.35,142.63333,15.68,1.0
425,2011-03-28 02:26:51,36.1,146.0,8.31,0.9
426,2011-03-28 08:28:56,41.0,145.03333,18.15,1.0
427,2011-03-28 10:00:17,39.65,143.8,40.33,1.0
428,2011-03-28 15:26:34,39.71667,145.25,7.24,0.6
429,2011-03-29 10:29:44,39.56667,144.01667,19.07,1.1
430,2011-03-30 09:50:23,40.05,141.71667,6.91,0.7
431,2011-03-31 07:33:01,40.16667,145.68333,39.43,1.2
